Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
D1,05/05/2001,Eintracht Frankfurt,VFL Bochum,3,0,H,0,0,D,22000,Markus Merk ,19,12,4,6,0,1,5,7,20,21,0,0,2,4,1,1,45,65,1.7,3.4,4.25,1.75,3.1,3.6,1.8,3.25,3.75,1.75,3.4,3.8,1.72,3.4,4
D1,05/05/2001,Hamburger SV,FC Kaiserslautern,1,1,D,1,0,H,52000,Helmut Krug ,9,19,2,7,0,0,1,4,22,21,2,3,3,5,1,0,55,50,2.13,3.05,3.15,1.9,3,3.1,2,3.2,3.2,2,3.2,3.2,2,3.2,3.2
D1,05/05/2001,FC Hansa Rostock,Energie Cottbus,1,0,H,1,0,H,28000,Hartmut Strampe ,11,7,5,1,0,1,8,7,29,18,2,1,2,1,0,0,20,10,1.77,3.25,4.1,1.8,2.6,4,1.73,3.2,4.33,1.9,2.9,3.75,1.85,3.1,3.8
D1,05/05/2001,Bayer Leverkusen,Bayern München,0,1,A,0,0,D,22500,Bernd Heynemann ,10,6,3,2,0,1,6,5,22,17,4,4,1,2,0,0,10,20,2.5,2.9,2.55,2.35,3,2.35,2.4,3.25,2.5,2.38,3.1,2.6,2.5,3.1,2.5
D1,05/05/2001,FC Schalke 04,VFL Wolfsburg,2,1,H,2,0,H,58370,Helmut Fleischer ,7,10,4,6,0,2,3,3,13,11,4,1,1,3,0,0,10,30,1.4,3.6,6.5,1.45,3.5,5,1.57,3.25,5.5,1.44,3.6,6.5,1.44,3.6,6.5
D1,06/05/2001,SC Freiburg,Hertha BSC,1,0,H,0,0,D,25000,Jürgen Aust ,11,18,5,8,0,0,5,4,11,16,1,2,1,3,0,0,10,30,2.25,3.15,2.85,2.2,2.9,2.7,2,3.2,3.2,2.2,3.1,2.88,2.25,3.1,2.8
D1,06/05/2001,Werder Bremen,SpVgg Unterhaching,0,0,D,0,0,D,29810,Lutz Michael Fröhlich ,10,10,3,5,0,0,12,6,24,10,4,3,1,1,0,0,10,10,1.51,3.55,5.8,1.5,3.4,4.7,1.5,3.4,6,1.5,3.5,5.75,1.5,3.6,5.5
D1,12/05/2001,FC Köln,Werder Bremen,1,3,A,1,1,D,40000,Hermann Albrecht ,14,15,5,7,1,2,2,4,8,16,3,4,0,1,0,0,0,10,2.1,3.1,3.1,2.2,2.9,2.7,2,3.2,3.2,2.1,3.2,3,2,3.2,3.2
D1,12/05/2001,Bayern München,FC Kaiserslautern,2,1,H,0,1,A,63000,Lutz Wagner ,16,4,9,1,1,0,9,0,8,10,4,0,2,2,0,0,20,20,1.3,4.2,7.5,1.4,3.6,5.5,1.5,3.4,6,1.3,4.33,7.5,1.36,4,7
D1,12/05/2001,VFL Bochum,SC Freiburg,1,3,A,0,1,A,15000,Peter Sippel ,15,10,5,6,0,0,11,9,17,18,1,1,1,3,1,0,35,30,3.27,3.25,1.96,3.1,3,1.9,3.75,3.5,1.73,3.5,3.4,1.83,3.4,3.5,1.83
D1,12/05/2001,Energie Cottbus,Hamburger SV,4,2,H,2,1,H,19919,Jürgen Jansen ,18,17,10,11,0,0,3,7,17,13,2,1,3,4,0,0,30,40,1.8,3.3,3.7,1.7,3.2,3.6,1.91,3.4,3.25,1.8,3.4,3.6,1.8,3.4,3.6
D1,12/05/2001,FC Hansa Rostock,1860 München,0,0,D,0,0,D,19000,Markus Merk ,11,4,5,1,0,0,7,4,11,11,2,1,0,2,0,0,0,20,2.05,3.1,3.2,2,2.9,3,2.1,3.25,2.87,2,3.1,3.3,2,3.2,3.2
D1,12/05/2001,Hertha BSC,Bayer Leverkusen,1,1,D,1,0,H,50000,Herbert Fandel ,9,12,5,2,0,1,3,7,23,23,2,5,2,5,0,0,20,50,2.3,3.1,2.8,2.2,2.9,2.7,2.1,3.25,2.87,2.2,3.1,2.88,2.1,3.2,3
D1,12/05/2001,VfB Stuttgart,FC Schalke 04,1,0,H,0,0,D,51165,Bernd Heynemann ,12,7,3,1,0,0,2,3,13,12,0,1,2,1,0,0,20,10,2.7,3.2,2.3,2.35,3,2.35,2.62,3.2,2.37,2.7,3.25,2.25,2.8,3.2,2.2
D1,12/05/2001,SpVgg Unterhaching,Borussia Dortmund,1,4,A,0,1,A,15000,Edgar Steinborn ,18,16,10,8,1,0,8,4,16,16,1,1,2,2,0,0,20,20,2.7,3.1,2.25,2.4,2.9,2.4,2.62,3.4,2.25,2.63,3.3,2.25,2.7,3.25,2.25
D1,12/05/2001,VFL Wolfsburg,Eintracht Frankfurt,3,0,H,3,0,H,16000,Helmut Krug ,12,8,6,3,0,0,4,9,17,23,5,6,0,2,0,0,0,20,1.87,3.35,3.4,1.85,3.1,3.2,2,3.4,3,1.9,3.4,3.3,1.83,3.5,3.4
D1,19/05/2001,1860 München,Energie Cottbus,0,1,A,0,1,A,19500,Herbert Fandel ,15,11,7,5,1,1,1,4,16,17,3,0,2,1,0,0,20,10,1.96,3.3,3.25,1.85,3.2,3.1,2.1,3.2,3,2.25,3.5,2.5,2.2,3.5,2.6
D1,19/05/2001,Borussia Dortmund,FC Köln,3,3,D,1,2,A,68600,Peter Gagelmann ,18,7,7,5,0,0,9,3,20,14,2,3,1,4,1,0,35,40,1.35,4.25,6.9,1.4,3.6,5.5,1.33,4,8,1.36,4,7,1.33,4,8
D1,19/05/2001,Eintracht Frankfurt,VfB Stuttgart,2,1,H,2,0,H,35000,Lutz Michael Fröhlich ,9,15,5,12,1,0,2,4,9,10,4,3,0,0,0,0,0,0,2.33,3.05,2.75,2.3,3,2.4,2.25,3.2,2.75,2.25,3.25,2.7,2.2,3.25,2.75
D1,19/05/2001,SC Freiburg,VFL Wolfsburg,4,1,H,2,0,H,25000,Alfons Berg ,17,17,8,7,0,0,3,3,6,9,0,2,2,3,0,0,20,30,1.6,3.4,4.9,1.7,2.5,4.5,1.61,3.25,5,1.57,3.2,5.5,1.53,3.1,6.5
D1,19/05/2001,Hamburger SV,Bayern München,1,1,D,0,0,D,55000,Markus Merk ,13,13,7,5,0,0,5,7,21,12,3,2,4,2,0,0,40,20,4.4,2.8,1.83,3.6,2.9,1.8,4.5,2.87,1.8,5,2.8,1.8,5,2.7,1.8
D1,19/05/2001,FC Kaiserslautern,Hertha BSC,0,1,A,0,0,D,41500,Bernd Heynemann ,6,10,2,3,0,0,6,3,9,16,2,9,3,3,0,0,30,30,2.2,3.15,2.85,2.2,2.9,2.7,2.2,3.25,2.75,2.1,3.4,2.8,2.2,3,3
D1,19/05/2001,Bayer Leverkusen,VFL Bochum,1,0,H,1,0,H,22500,Michael Weiner ,9,7,3,3,1,0,6,4,10,11,1,0,2,1,0,1,20,35,1.16,5.85,11.5,1.15,5.5,11,1.12,6,13,1.17,5.5,12,1.16,5.5,12
D1,19/05/2001,FC Schalke 04,SpVgg Unterhaching,5,3,H,2,2,D,65000,,10,3,3,1,0,0,6,3,4,13,2,1,2,3,0,0,20,30,1.33,4.45,6.75,1.35,4,6,1.36,3.75,8,1.33,4.5,6.5,1.33,4.5,6.5
D1,19/05/2001,Werder Bremen,FC Hansa Rostock,3,0,H,2,0,H,35000,Uwe Kemmling ,15,15,9,8,1,2,6,6,19,9,5,2,1,6,1,1,35,85,1.45,3.7,5.9,1.4,3.6,5.5,1.44,3.6,6.5,1.44,3.75,6,1.44,3.6,6.5
